Customer ID,Churn,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Zip Code Population,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
3086-RUCRN,No,Female,33,No,No,No,No,0,KPKFQY4188,United States,California,Paicines,95043,"36.525703, -120.952122",36.525703,-120.952122,813,1,Q3,No,0,66,Offer A,Yes,43.14,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.1,6595.0,0.0,0,2847.2400000000002,9442.24,3
5215-LNLDJ,No,Female,20,Yes,No,Yes,Yes,2,WRCAVS2164,United States,California,San Juan Bautista,95045,"36.810568, -121.503022",36.810568,-121.503022,3402,1,Q3,Yes,3,7,,No,0.0,No,Yes,DSL,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,24.7,149.05,0.0,0,0.0,149.05,3
7576-JMYWV,No,Female,76,No,Yes,Yes,Yes,1,ERNQUW4754,United States,California,San Martin,95046,"37.084697, -121.606417",37.084697,-121.606417,5671,1,Q3,Yes,7,46,Offer B,Yes,20.42,Yes,Yes,Fiber Optic,16,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.2,4972.1,0.0,0,939.32,5911.42,3
9039-RBEEE,Yes,Male,27,Yes,No,No,No,0,ODHPJF4258,United States,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417,36349,1,Q3,No,0,39,,No,0.0,No,Yes,Cable,48,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,1880.85,0.0,0,0.0,1880.85,1
0257-KXZGU,No,Female,29,Yes,No,Yes,Yes,1,IWLDPQ8494,United States,California,Santa Clara,95051,"37.348129, -121.98469",37.348129,-121.98469,52986,1,Q3,Yes,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0.0,0,1064.96,3110.51,3
1307-ATKGB,No,Male,21,Yes,No,No,No,0,UVWMRS9648,United States,California,Santa Clara,95054,"37.393554, -121.965114",37.393554,-121.965114,13031,1,Q3,No,0,24,,Yes,27.91,No,Yes,Fiber Optic,59,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,2187.15,0.0,0,669.84,2856.9900000000002,5
8417-FMLZI,Yes,Male,47,No,No,Yes,No,0,MTKEDE3947,United States,California,Santa Cruz,95060,"36.993451, -122.098858",36.993451,-122.098858,43192,1,Q3,Yes,1,6,,Yes,26.91,No,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,83.55,477.55,0.0,0,161.46,639.01,1
3714-XPXBW,No,Female,43,No,No,No,No,0,HPVJBI8487,United States,California,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149,36631,1,Q3,No,0,37,,Yes,42.41,Yes,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.9,2976.95,0.0,30,1569.1699999999998,4576.12,4
1850-AKQEP,No,Male,61,No,No,No,Yes,1,EGHSDH9261,United States,California,Santa Cruz,95064,"37.007882, -122.065975",37.007882,-122.065975,4563,1,Q3,No,0,8,,Yes,14.37,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,178.7,0.0,0,114.96,293.65999999999997,3
2824-DXNKN,No,Female,26,Yes,No,Yes,Yes,1,VVXSEH8232,United States,California,Santa Cruz,95065,"37.031404, -121.981865",37.031404,-121.981865,8365,1,Q3,Yes,8,72,Offer A,Yes,38.99,Yes,Yes,Cable,73,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.45,5025.85,0.0,0,2807.28,7833.130000000001,3
5227-JSCFE,No,Male,74,No,Yes,Yes,No,0,YSEIHE5422,United States,California,Scotts Valley,95066,"37.070177, -122.010077",37.070177,-122.010077,14574,1,Q3,Yes,9,71,Offer A,No,0.0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,46.35,3353.4,18.64,0,0.0,3334.76,4
0848-ZGQIJ,No,Female,56,No,No,Yes,No,0,ZFNNWA3548,United States,California,Saratoga,95070,"37.257772, -122.051824",37.257772,-122.051824,30589,1,Q3,Yes,3,16,Offer D,Yes,10.5,No,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,1461.15,0.0,0,168.0,1629.15,5
3621-CHYVB,No,Female,44,No,No,Yes,No,0,ECYSZB6631,United States,California,Soquel,95073,"37.023669, -121.946461",37.023669,-121.946461,9823,1,Q3,Yes,2,57,,No,0.0,No,Yes,DSL,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,2782.4,0.0,0,0.0,2782.4,3
8042-RNLKO,No,Male,40,No,No,No,No,0,SBDGCA9841,United States,California,Watsonville,95076,"36.931654, -121.752383",36.931654,-121.752383,81141,1,Q3,No,0,66,Offer A,Yes,32.22,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.45,1699.15,0.0,0,2126.52,3825.67,3
1792-UXAFY,Yes,Female,80,No,Yes,No,No,0,ZABZWI2876,United States,California,San Jose,95110,"37.34667, -121.910019",37.34667,-121.910019,18197,1,Q3,No,0,17,Offer D,Yes,30.37,No,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,1496.9,0.0,0,516.29,2013.19,1
5372-FBKBN,No,Female,38,No,No,No,Yes,2,JQSANC2886,United States,California,San Jose,95111,"37.284265, -121.827673",37.284265,-121.827673,57748,1,Q3,No,0,21,Offer D,Yes,8.68,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,452.2,0.0,0,182.28,634.48,3
0420-TXVSG,No,Male,43,No,No,Yes,No,0,OFCGQZ5166,United States,California,San Jose,95112,"37.343827, -121.883119",37.343827,-121.883119,52334,1,Q3,Yes,9,66,Offer A,Yes,37.71,Yes,Yes,DSL,15,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,66.1,4428.45,0.0,0,2488.86,6917.3099999999995,3
6217-TOWGS,No,Female,29,Yes,No,Yes,No,0,GYKPVA7239,United States,California,San Jose,95113,"37.333851, -121.891147",37.333851,-121.891147,561,1,Q3,Yes,5,17,Offer D,Yes,7.6,Yes,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1322.55,0.0,0,129.2,1451.75,3
0515-YPMCW,Yes,Male,42,No,No,No,No,0,MGQOJS3821,United States,California,San Jose,95116,"37.350284, -121.852855",37.350284,-121.852855,51706,1,Q3,No,0,1,,Yes,42.87,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.45,70.45,0.0,10,42.87,123.32,1
0378-XSZPU,Yes,Male,31,No,No,Yes,No,0,CBXJTZ2734,United States,California,San Jose,95117,"37.311088, -121.961786",37.311088,-121.961786,29914,1,Q3,Yes,1,58,Offer B,Yes,17.22,No,Yes,Cable,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,60.3,3563.8,0.0,0,998.76,4562.56,2
1045-LTCYT,No,Female,54,No,No,Yes,Yes,3,WXXEQH2951,United States,California,San Jose,95118,"37.255479, -121.889838",37.255479,-121.889838,31926,1,Q3,Yes,5,8,,Yes,43.05,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,139.75,0.0,0,344.4,484.15,3
1544-JJMYL,No,Male,19,Yes,No,No,No,0,BZGCPL1937,United States,California,San Jose,95119,"37.233226, -121.78809",37.233226,-121.78809,10155,1,Q3,No,0,27,,Yes,36.39,No,Yes,DSL,26,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,69.35,1927.3,0.0,0,982.53,2909.83,3
4636-JGAAI,No,Male,28,Yes,No,Yes,No,0,UKGZKV7985,United States,California,San Jose,95120,"37.186141, -121.843554",37.186141,-121.843554,37090,1,Q3,Yes,10,34,,Yes,13.97,Yes,Yes,Fiber Optic,48,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,88.85,3000.25,0.0,0,474.98,3475.23,3
6874-SGLHU,No,Male,44,No,No,No,No,0,YQHKYD3241,United States,California,San Jose,95121,"37.304681, -121.809955",37.304681,-121.809955,37127,1,Q3,No,0,30,,Yes,12.17,No,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.0,3021.3,0.0,0,365.1,3386.4,5
5951-AOFIH,No,Male,19,Yes,No,No,No,0,IQUPBT7174,United States,California,San Jose,95122,"37.32886, -121.834567",37.32886,-121.834567,59841,1,Q3,No,0,33,,Yes,45.72,No,Yes,Cable,51,No,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,66.4,2245.4,0.0,0,1508.76,3754.16,5
4729-XKASR,Yes,Male,56,No,No,No,Yes,3,USOXTT5215,United States,California,San Jose,95123,"37.238758, -121.828375",37.238758,-121.828375,59632,1,Q3,No,0,1,,No,0.0,No,Yes,DSL,57,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,24.75,0.0,0,0.0,24.75,1
3059-NGMXB,No,Male,52,No,No,Yes,Yes,3,LPDZRG6292,United States,California,San Jose,95124,"37.257063, -121.923037",37.257063,-121.923037,45257,1,Q3,Yes,8,14,Offer D,Yes,2.96,Yes,Yes,DSL,76,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.2,944.65,0.0,0,41.44,986.0899999999999,3
8652-YHIYU,No,Female,30,No,No,No,Yes,3,YMMBGT9114,United States,California,San Jose,95125,"37.294926, -121.894763",37.294926,-121.894763,46185,1,Q3,No,0,16,Offer D,Yes,27.23,Yes,Yes,Fiber Optic,69,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,79.5,1264.2,0.0,0,435.68,1699.88,4
5278-PNYOX,No,Female,49,No,No,No,No,0,SYZRBS6496,United States,California,San Jose,95126,"37.327069, -121.916819",37.327069,-121.916819,27023,1,Q3,No,0,49,,Yes,11.11,No,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,100.65,4917.75,0.0,0,544.39,5462.14,3
5449-FIBXJ,Yes,Male,34,No,No,Yes,No,0,JJYRUS2339,United States,California,San Jose,95127,"37.375156, -121.795867",37.375156,-121.795867,60620,1,Q3,Yes,1,19,Offer D,Yes,28.04,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.3,2012.7,0.0,0,532.76,2545.46,3
3486-HOOGQ,No,Female,44,No,No,Yes,Yes,1,NVDLKV5267,United States,California,San Jose,95128,"37.316146, -121.936285",37.316146,-121.936285,32804,1,Q3,Yes,3,70,Offer A,Yes,8.36,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,79.7,5743.3,0.0,0,585.1999999999999,6328.5,3
5061-PBXFW,No,Female,49,No,No,Yes,Yes,1,KJZZRQ5345,United States,California,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887,37570,1,Q3,Yes,3,32,,Yes,46.66,No,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,1864.65,0.0,0,1493.12,3357.77,3
8630-FJLIB,No,Female,35,No,No,No,No,0,GKXINA2646,United States,California,San Jose,95130,"37.277592, -121.986477",37.277592,-121.986477,13481,1,Q3,No,0,18,Offer D,Yes,34.12,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,0.0,0,614.16,1835.81,4
3891-NLXJB,No,Male,26,Yes,No,No,No,0,UIOPPU8896,United States,California,San Jose,95131,"37.387027, -121.897775",37.387027,-121.897775,26389,1,Q3,No,0,37,,No,0.0,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,40.55,1390.85,0.0,50,0.0,1440.85,3
4749-OJKQU,No,Female,36,No,No,No,No,0,VOFMGN8588,United States,California,San Jose,95132,"37.424655, -121.74841",37.424655,-121.74841,40568,1,Q3,No,0,4,,Yes,23.5,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.65,302.35,0.0,0,94.0,396.35,5
0577-WHMEV,No,Female,19,Yes,No,Yes,No,0,CDHODV4499,United States,California,San Jose,95133,"37.371862, -121.860349",37.371862,-121.860349,26032,1,Q3,Yes,2,16,Offer D,Yes,27.83,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.7,1374.9,0.0,0,445.28,1820.18,3
5453-AXEPF,No,Male,31,No,No,Yes,No,0,CLVDEZ6452,United States,California,San Jose,95134,"37.42765, -121.945416",37.42765,-121.945416,9657,1,Q3,Yes,7,17,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1336.9,0.0,0,794.07,2130.9700000000003,5
3639-XJHKQ,No,Female,52,No,No,No,Yes,3,RJTDEA1148,United States,California,San Jose,95135,"37.28682, -121.723877",37.28682,-121.723877,15798,1,Q3,No,0,19,Offer D,Yes,36.48,No,Yes,DSL,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.6,1297.8,0.0,0,693.1199999999999,1990.9199999999998,3
3716-LRGXK,No,Male,27,Yes,No,Yes,No,0,TFHUIS6526,United States,California,San Jose,95136,"37.270938, -121.851046",37.270938,-121.851046,36944,1,Q3,No,0,60,,Yes,10.05,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101.15,6067.4,0.0,0,603.0,6670.4,3
2263-SFSQZ,No,Male,46,No,No,Yes,Yes,2,BLDGOX1864,United States,California,San Jose,95138,"37.246064, -121.749494",37.246064,-121.749494,14792,1,Q3,Yes,7,51,,Yes,16.85,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1222.25,0.0,0,859.35,2081.6,4
9950-MTGYX,No,Male,30,No,No,Yes,Yes,2,TUHUNX6767,United States,California,San Jose,95139,"37.218705, -121.762429",37.218705,-121.762429,7023,1,Q3,Yes,8,28,,Yes,19.18,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.3,487.95,0.0,0,537.04,1024.99,3
3397-AVTKU,No,Male,64,No,No,No,No,0,TKZXTS3795,United States,California,Mount Hamilton,95140,"37.382909, -121.634151",37.382909,-121.634151,38,1,Q3,No,0,43,,Yes,21.64,No,Yes,DSL,13,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,2548.55,0.0,0,930.52,3479.07,5
4825-FUREZ,No,Male,49,No,No,Yes,No,0,SRGVNU5959,United States,California,San Jose,95148,"37.339533, -121.777179",37.339533,-121.777179,44103,1,Q3,Yes,10,42,,Yes,45.75,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25,835.5,0.0,0,1921.5,2757.0,5
9837-BMCLM,Yes,Male,39,No,No,No,No,0,MOLFZO8662,United States,California,Stockton,95202,"37.959706, -121.287669",37.959706,-121.287669,7071,1,Q3,No,0,3,,Yes,31.88,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,242.05,0.0,0,95.64,337.69,2
2672-OJQZP,No,Female,35,No,No,No,No,0,THPDVY9567,United States,California,Stockton,95203,"37.954089, -121.329761",37.954089,-121.329761,16357,1,Q3,No,0,1,,Yes,40.87,No,Yes,Cable,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.75,44.75,0.0,0,40.87,85.62,5
0137-UDEUO,Yes,Female,24,Yes,No,No,No,0,JLPACF9875,United States,California,Stockton,95204,"37.974498, -121.319568",37.974498,-121.319568,30476,1,Q3,No,0,3,Offer E,Yes,25.75,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,63.75,0.0,0,77.25,141.0,1
3134-DSHVC,No,Female,49,No,No,No,No,0,BDUDWX7264,United States,California,Stockton,95205,"37.965695, -121.260051",37.965695,-121.260051,34138,1,Q3,No,0,63,,Yes,23.62,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,98.0,6218.45,0.0,0,1488.0600000000002,7706.51,4
6161-UUUTA,Yes,Male,77,No,Yes,No,No,0,NELBUI8345,United States,California,Stockton,95206,"37.902422, -121.440029",37.902422,-121.440029,49657,1,Q3,No,0,3,,Yes,2.98,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,260.9,0.0,0,8.94,269.84,2
7821-DPRQE,No,Male,25,Yes,No,Yes,No,0,LCVZSQ5848,United States,California,Stockton,95207,"38.002125, -121.324979",38.002125,-121.324979,49965,1,Q3,Yes,2,68,Offer A,Yes,24.01,Yes,Yes,Fiber Optic,48,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.7,7320.9,0.0,0,1632.68,8953.58,3
6543-XRMYR,Yes,Female,73,No,Yes,No,No,0,JUMEXB9554,United States,California,Stockton,95209,"38.044523, -121.348048",38.044523,-121.348048,30814,1,Q3,No,0,30,,Yes,43.61,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.7,2967.35,0.0,80,1308.3,4355.65,1
2001-EWBQU,No,Female,23,Yes,No,No,No,0,PESMFJ3486,United States,California,Stockton,95210,"38.033219, -121.297433",38.033219,-121.297433,40611,1,Q3,No,0,60,,Yes,35.47,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,104.7,6333.8,0.0,150,2128.2,8612.0,5
4925-LMHOK,Yes,Male,29,Yes,No,No,No,0,EEVKWL4486,United States,California,Stockton,95212,"38.049457, -121.21653",38.049457,-121.21653,6951,1,Q3,No,0,15,Offer D,Yes,14.79,Yes,Yes,DSL,59,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.6,939.7,0.0,0,221.85,1161.55,2
1608-GMEWB,No,Male,76,No,Yes,No,No,0,TOJOXE9261,United States,California,Stockton,95215,"37.946282, -121.139499",37.946282,-121.139499,23789,1,Q3,No,0,45,Offer B,Yes,15.65,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.9,4200.25,0.0,0,704.25,4904.5,4
6695-AMZUF,No,Female,31,No,No,Yes,No,0,NOWBFZ7194,United States,California,Stockton,95219,"38.029729, -121.387999",38.029729,-121.387999,19109,1,Q3,No,0,70,Offer A,Yes,31.15,No,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,0.0,0,2180.5,8130.7,4
1455-UGQVH,Yes,Male,35,No,No,Yes,No,0,PCDGED9565,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.235034,6317,1,Q3,Yes,1,10,Offer D,Yes,1.09,Yes,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,1037.75,0.0,0,10.9,1048.65,2
8410-BGQXN,No,Male,26,Yes,No,No,No,0,ESUGWX1289,United States,California,Angels Camp,95222,"38.071327, -120.632221",38.071327,-120.632221,4264,1,Q3,No,0,4,,Yes,22.54,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,93.4,0.0,0,90.16,183.56,5
8280-MQRQN,Yes,Female,39,No,No,No,No,0,TNLGYT4127,United States,California,Arnold,95223,"38.32153, -120.236358",38.32153,-120.236358,5159,1,Q3,No,0,1,Offer E,Yes,23.7,No,Yes,Cable,17,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.45,50.45,0.0,0,23.7,74.15,3
1619-YWUBB,No,Female,38,No,No,Yes,No,0,FHDLMR2639,United States,California,Avery,95224,"38.208336, -120.339938",38.208336,-120.339938,115,1,Q3,Yes,2,68,Offer A,Yes,26.64,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1614.9,0.0,0,1811.52,3426.42,5
7611-YKYTC,No,Male,50,No,No,Yes,Yes,2,OFMLMX7626,United States,California,Burson,95225,"38.183918, -120.898817",38.183918,-120.898817,27,1,Q3,Yes,1,22,Offer D,Yes,38.82,No,Yes,Fiber Optic,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.0,1573.95,0.0,0,854.04,2427.99,3
2037-SGXHH,Yes,Male,25,Yes,No,Yes,No,0,CJKPDR7596,United States,California,Campo Seco,95226,"38.233879, -120.861666",38.233879,-120.861666,75,1,Q3,Yes,1,38,,Yes,49.7,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,3624.3,0.0,0,1888.6000000000001,5512.900000000001,2
3178-FESZO,Yes,Female,45,No,No,No,No,0,ALBWCY8329,United States,California,Clements,95227,"38.227285, -121.02789",38.227285,-121.02789,722,1,Q3,No,0,1,Offer E,Yes,20.23,Yes,Yes,Fiber Optic,17,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.25,100.25,0.0,0,20.23,120.48,1
0365-GXEZS,No,Male,55,No,No,Yes,No,0,VBRFDX6653,United States,California,Copperopolis,95228,"37.943954, -120.67108",37.943954,-120.67108,2633,1,Q3,Yes,6,18,Offer D,Yes,31.79,No,Yes,Fiber Optic,19,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,0.0,0,572.22,2040.97,5
0082-OQIQY,No,Male,50,No,No,No,No,0,CVSXVF6175,United States,California,Farmington,95230,"37.956963, -120.863055",37.956963,-120.863055,596,1,Q3,No,0,29,,Yes,2.05,No,Yes,Fiber Optic,17,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,2607.6,0.0,20,59.449999999999996,2687.0499999999997,5
6087-MVHJH,Yes,Female,44,No,No,No,No,0,XTONUL1516,United States,California,French Camp,95231,"37.873283, -121.292034",37.873283,-121.292034,5094,1,Q3,No,0,16,Offer D,Yes,17.8,Yes,Yes,Fiber Optic,5,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.45,1422.1,0.0,140,284.8,1846.8999999999999,2
4603-JANFB,Yes,Male,51,No,No,No,No,0,SOYHJO3461,United States,California,Glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304,21,1,Q3,No,0,1,Offer E,Yes,12.13,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,69.85,0.0,0,12.13,81.97999999999999,1
3018-TFTSU,Yes,Male,44,No,No,No,No,0,ANIBIP4931,United States,California,Hathaway Pines,95233,"38.184914, -120.364085",38.184914,-120.364085,335,1,Q3,No,0,12,Offer D,Yes,18.38,No,Yes,Fiber Optic,3,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,858.6,0.0,0,220.56,1079.16,1
3606-SBKRY,No,Male,35,No,No,No,No,0,PIOXJX8725,United States,California,Linden,95236,"38.047746, -121.030499",38.047746,-121.030499,3148,1,Q3,No,0,31,,No,0.0,No,Yes,DSL,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,50.05,1523.4,0.0,0,0.0,1523.4,3
4806-KEXQR,Yes,Male,27,Yes,No,No,No,0,RMVNZW3475,United States,California,Lockeford,95237,"38.166791, -121.14207",38.166791,-121.14207,3205,1,Q3,No,0,4,Offer E,Yes,43.06,No,Yes,Fiber Optic,46,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,324.3,0.0,0,172.24,496.54,1
0667-NSRGI,No,Female,45,No,No,Yes,No,0,NYGSOC9198,United States,California,Lodi,95240,"38.123544, -121.159078",38.123544,-121.159078,45755,1,Q3,Yes,3,48,,Yes,17.03,Yes,Yes,DSL,15,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.55,3435.6,0.0,0,817.44,4253.04,4
7083-YNSKY,Yes,Female,22,Yes,No,No,No,0,DEYSYW4544,United States,California,Lodi,95242,"38.128087, -121.4078",38.128087,-121.4078,22073,1,Q3,No,0,15,Offer D,Yes,45.84,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.4,399.6,0.0,0,687.6,1087.2,1
6893-ODYYE,No,Male,34,No,No,No,No,0,MWJURN7925,United States,California,Mokelumne Hill,95245,"38.304194, -120.592431",38.304194,-120.592431,2718,1,Q3,No,0,50,,Yes,15.37,No,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.1,4549.45,0.0,0,768.5,5317.95,3
8242-JSVBO,No,Male,22,Yes,No,No,No,0,DGOFCM8953,United States,California,Mountain Ranch,95246,"38.264262, -120.515133",38.264262,-120.515133,1692,1,Q3,No,0,7,,Yes,26.76,No,Yes,DSL,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,322.5,0.0,0,187.32000000000002,509.82000000000005,4
2479-BRAMR,Yes,Male,74,No,Yes,Yes,No,0,GRQCHX9797,United States,California,Murphys,95247,"38.147852, -120.440124",38.147852,-120.440124,4353,1,Q3,Yes,1,41,Offer B,Yes,45.84,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,3273.55,0.0,0,1879.44,5152.99,1
9541-ZPSEA,No,Male,25,Yes,No,Yes,Yes,3,WOCMDB2222,United States,California,San Andreas,95249,"38.196497, -120.61689",38.196497,-120.61689,3930,1,Q3,Yes,8,68,Offer A,Yes,24.08,No,Yes,Fiber Optic,41,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,80.35,5375.15,0.0,0,1637.4399999999998,7012.589999999999,3
